"year";"rating";"duration";"must_see";"metascore";"user_score";"number_critics";"number_users";"genre_drama";"genre_crime";"genre_mystery";"genre_romance";"genre_adventure";"genre_biography";"genre_thriller";"genre_comedy";"genre_history";"genre_documentary";"genre_others"
1981;2;2;1;83;72;15;12;1;0;0;0;0;0;0;1;0;0;0
1951;6;2;1;83;69;18;16;1;0;0;1;0;0;0;0;0;0;1
2008;0;3;1;83;60;16;8;1;0;0;0;0;0;0;0;0;0;0
1996;4;1;1;83;86;28;613;1;0;0;0;0;0;0;0;0;0;0
1996;4;0;1;83;77;20;30;1;0;0;0;0;0;0;1;0;0;0
2021;5;3;0;83;76;13;17;1;0;0;0;0;0;0;0;0;0;1
1967;6;2;1;83;75;19;219;1;0;0;1;0;0;0;1;0;0;0
1932;6;0;0;83;75;11;0;0;0;0;1;0;0;0;1;0;0;1
2019;0;2;0;83;70;9;0;1;0;0;0;0;0;0;0;0;0;0
2013;3;3;1;83;83;41;333;1;0;0;1;0;1;0;0;0;0;1
2009;2;0;1;83;84;34;516;1;1;0;0;1;0;0;1;0;0;1
2021;4;1;1;83;71;26;27;1;0;0;0;0;0;0;1;0;0;0
2003;4;3;1;83;70;27;16;0;1;0;0;0;0;0;0;0;1;0
2009;0;2;1;83;78;31;95;0;0;0;0;0;0;0;1;0;0;0
2020;0;1;1;83;73;25;6;1;0;0;0;0;0;0;0;0;1;0
2020;2;1;1;83;82;55;764;1;0;0;0;1;0;0;1;0;0;1
2004;3;0;1;83;68;35;12;1;0;0;0;0;0;0;0;0;0;0
2001;4;3;1;83;53;31;279;1;0;0;0;0;0;1;0;0;0;0
2015;3;2;1;83;83;29;42;0;0;0;0;0;1;0;0;1;1;0
2017;0;1;0;83;70;8;8;1;0;0;0;0;0;0;0;0;0;0
2017;0;0;0;83;53;13;9;0;0;0;0;0;0;0;0;0;1;0
2023;2;1;1;83;84;19;70;0;0;0;0;0;0;0;0;0;1;1
2022;2;1;1;83;62;53;510;1;0;0;0;1;0;0;1;0;0;1
2022;0;0;1;83;75;18;12;1;0;0;0;0;0;0;0;0;0;0
2015;0;2;0;83;56;9;7;0;0;0;1;0;0;0;1;0;0;1
1979;2;3;1;83;78;16;28;1;0;0;0;0;0;0;1;0;0;0
1988;3;1;1;83;86;15;324;0;1;1;0;1;0;0;1;0;0;1
2008;0;0;1;83;77;20;7;1;0;0;0;0;0;0;0;0;0;0
1987;2;1;1;83;81;18;107;1;0;0;1;0;0;0;1;0;0;0
2003;4;0;1;83;54;31;12;1;0;0;1;0;0;0;0;0;0;0
1933;6;0;0;83;65;9;8;1;0;0;1;0;0;0;1;0;0;1
2019;3;2;1;83;71;21;13;0;0;0;0;0;0;0;0;0;1;1
2015;4;1;1;83;75;34;148;1;1;0;0;0;0;1;0;0;0;1
2013;3;0;1;83;81;33;148;0;0;0;0;0;0;0;0;0;1;0
2018;4;0;1;83;80;23;102;1;1;0;0;0;0;1;0;0;0;0
2021;4;2;0;83;78;14;21;1;0;0;0;0;0;0;0;0;0;0
2020;0;2;0;83;62;7;6;0;0;0;0;0;0;0;0;1;1;0
2022;0;1;0;83;74;11;5;1;0;0;0;0;0;0;0;0;0;0
2005;2;0;1;83;82;35;419;1;0;0;1;0;0;0;0;0;0;1
2023;0;0;1;83;77;15;12;1;0;0;0;0;0;0;0;0;0;0
2022;2;0;1;83;76;19;10;0;0;0;0;0;0;0;0;0;1;0
1974;2;2;1;83;75;17;71;0;0;0;0;0;0;0;1;0;0;0
2011;3;1;1;83;75;33;27;0;0;0;0;0;0;0;0;0;1;0
2010;0;0;1;83;0;16;0;0;0;0;0;0;0;0;0;0;1;1
1945;1;3;1;83;0;15;0;1;0;0;0;0;0;0;0;0;0;1
2019;4;2;1;83;80;51;618;1;0;1;0;0;0;1;0;0;0;1
2004;3;3;1;83;85;41;2;0;0;0;0;1;0;0;0;0;0;1
1969;6;3;1;83;73;17;14;1;0;0;0;1;0;0;0;0;0;1
2021;0;1;0;83;54;14;14;1;0;1;0;0;0;0;0;0;0;0
2020;0;1;1;83;67;24;34;1;0;0;0;0;0;0;1;0;0;0
2018;0;3;1;83;70;30;286;0;0;0;0;0;0;0;0;0;0;1
2013;3;0;1;83;73;25;46;0;0;0;0;0;1;0;0;1;1;1
1996;2;0;1;83;81;21;16;0;0;0;0;0;0;0;0;0;1;1
2009;3;3;1;83;73;38;2;0;0;0;0;1;0;0;0;0;0;1
2015;5;3;1;83;77;20;96;0;0;0;0;0;1;0;0;0;1;1
2016;4;2;1;83;73;40;166;1;0;0;0;0;0;0;1;0;0;0
2007;0;0;0;83;0;7;0;0;0;0;0;0;0;0;0;0;1;1
2023;0;1;0;83;60;10;0;1;0;0;0;0;0;0;0;0;0;1
2011;2;1;1;83;72;32;37;0;0;0;0;0;0;0;0;0;1;1
2010;4;2;1;83;78;33;136;1;1;0;0;0;0;1;0;0;0;0
2013;2;0;0;83;0;9;0;0;0;0;0;0;0;0;0;0;1;0
2019;3;0;0;83;67;11;9;1;0;0;0;0;0;0;0;0;0;0
1986;0;2;1;83;74;21;48;1;0;0;1;0;0;0;0;0;0;0
2011;2;3;1;83;77;41;866;1;0;1;0;1;0;0;0;0;0;1
1984;4;1;0;83;64;11;8;0;0;1;0;0;0;1;0;0;0;1
1995;0;2;1;83;68;19;6;1;0;0;0;0;0;0;0;0;0;0
2014;2;1;1;83;83;43;1;0;0;0;0;1;0;0;1;0;0;1
2014;4;2;1;83;70;30;50;1;0;0;1;0;0;0;1;0;0;0
2012;0;0;0;83;74;11;7;1;0;0;0;0;0;0;1;0;0;0
2010;0;2;0;83;56;8;8;1;0;0;0;0;0;0;0;0;0;0
2013;0;0;1;83;77;22;27;1;0;0;0;0;0;0;0;0;0;0
2016;0;1;1;83;80;16;13;1;0;0;0;0;0;0;0;0;0;0
2007;3;0;1;83;74;23;63;0;0;0;0;0;1;0;0;0;1;1
2002;4;1;1;83;69;35;30;1;0;1;0;0;0;1;0;0;0;0
2009;3;1;1;83;87;32;920;0;0;0;0;0;0;0;0;0;0;1
2009;0;1;0;83;74;9;22;1;0;0;0;0;0;0;1;0;0;1
1979;4;1;0;83;82;10;148;1;0;0;1;0;0;0;1;0;0;0
2021;3;2;0;83;75;9;8;1;0;0;0;0;0;0;1;0;0;1
2023;0;0;0;83;0;9;0;1;0;0;0;0;0;0;0;0;0;0
2015;2;0;1;83;48;27;12;0;0;0;0;0;1;0;0;0;1;1
2002;0;1;1;83;68;19;5;1;1;1;0;0;0;1;0;0;0;0
2013;0;3;1;83;82;19;18;0;0;0;0;0;1;0;0;0;1;0
2007;0;1;1;83;67;16;9;1;1;0;0;0;0;1;0;0;0;0
1973;4;3;1;83;84;16;154;1;1;0;0;0;1;1;0;0;0;0
2009;4;2;1;83;78;36;327;1;0;0;1;0;0;0;1;0;0;0
2008;4;3;1;83;77;39;169;1;0;0;0;0;1;0;0;1;0;0
2019;0;0;0;83;79;9;12;0;1;0;0;0;0;0;0;0;1;0
2021;0;1;0;83;0;9;0;1;0;0;0;0;0;0;0;0;0;0
2003;4;2;1;83;74;27;43;1;1;0;0;0;0;0;0;0;0;0
1964;6;2;1;83;81;18;116;0;0;0;0;1;0;1;0;0;0;1
1975;2;1;1;83;80;16;6;1;0;0;0;0;0;0;1;0;1;0
2014;0;3;0;83;75;8;6;1;0;0;0;0;1;0;0;1;0;0
2018;0;1;0;83;60;7;13;1;0;0;0;0;0;0;0;0;0;0
1973;4;1;1;83;75;16;45;0;1;0;0;0;0;1;0;0;0;1
2013;4;0;1;83;71;25;29;0;0;0;0;0;1;0;0;0;1;0
2008;1;0;1;83;91;19;8;0;0;0;0;0;0;0;0;0;1;1
2020;4;2;1;83;71;51;130;1;0;0;0;0;0;0;0;0;0;0
1964;6;0;1;83;0;15;0;1;1;0;0;0;0;0;0;0;0;0
2021;0;0;1;83;78;18;9;1;0;0;0;0;0;0;0;0;1;0
2022;2;3;1;83;79;31;111;1;0;0;0;1;0;0;0;0;0;1
2004;5;3;1;83;83;41;893;0;1;0;0;0;0;1;0;0;0;1
1995;1;0;1;83;74;16;123;1;0;0;0;0;0;0;1;0;0;1
2004;4;3;1;83;67;40;33;1;1;0;0;0;0;0;0;0;0;0
2018;4;3;1;83;76;32;53;1;0;0;0;0;0;0;1;0;0;0
2022;3;3;1;83;80;34;49;0;0;0;0;0;1;0;0;1;1;1
2018;4;3;1;83;73;56;608;1;1;0;0;0;1;0;1;0;0;0
2022;0;0;0;83;0;10;0;1;0;0;0;0;0;0;0;0;0;0
2007;0;3;1;83;62;15;6;0;0;0;0;0;0;0;0;0;1;0
2014;2;0;1;83;77;33;23;0;0;0;0;0;1;0;0;1;1;1
1962;0;2;0;83;76;7;14;1;0;0;0;0;1;0;0;0;0;0
1992;2;1;0;83;81;11;94;0;0;0;0;1;0;0;1;0;0;1
2017;3;2;1;83;70;51;449;1;0;0;0;0;1;1;0;1;0;1
2019;2;1;1;83;0;17;0;0;0;0;0;0;1;0;0;0;1;1
2012;0;1;0;83;82;14;14;0;0;0;0;0;0;0;0;0;1;0
1998;4;1;1;83;0;17;0;1;1;0;1;0;0;1;0;0;0;0
2015;0;1;0;83;75;14;39;1;0;0;0;0;0;0;0;0;0;0
2003;4;2;1;83;75;38;33;1;0;0;0;0;0;0;0;0;0;0
1981;2;3;1;83;82;16;480;0;0;0;0;1;0;0;0;0;0;1
2009;4;0;1;83;73;28;16;0;0;0;0;0;1;0;0;0;1;1
1961;1;0;0;83;79;10;84;0;0;0;0;1;0;0;1;0;0;1
1989;3;3;1;83;70;17;34;1;0;0;0;0;1;0;0;1;0;1
1951;6;0;1;83;81;15;17;1;0;0;0;0;0;0;0;0;0;1
1973;2;3;1;83;81;17;83;1;1;0;0;0;0;0;1;0;0;0
2007;4;1;1;83;69;35;214;1;1;0;0;0;0;1;0;0;0;0
1932;3;0;1;83;57;15;6;1;0;0;1;1;0;0;0;0;0;1
2012;2;2;1;83;63;27;24;1;0;0;0;0;0;0;1;0;0;0
2016;0;2;1;83;80;16;28;1;0;0;1;0;0;0;0;0;0;0
1970;0;0;0;83;0;8;0;0;0;0;0;0;0;0;0;0;1;0
2005;0;0;0;83;66;12;5;0;0;0;0;0;0;0;0;0;1;0
2018;2;1;1;83;80;25;118;0;0;0;0;1;0;0;0;0;1;1
2021;4;0;1;83;71;35;116;1;0;1;0;0;0;1;0;0;0;1
2008;0;0;1;83;73;26;8;0;0;0;0;0;0;0;0;0;1;0
2024;0;0;0;83;93;9;0;0;0;0;0;0;0;0;1;0;0;1
2015;3;1;1;83;76;29;109;1;0;0;0;0;0;0;0;0;0;0
2020;4;0;1;83;77;48;323;0;0;1;1;0;0;0;1;0;0;1
2015;4;0;1;83;70;25;29;1;0;0;0;0;0;0;0;0;0;0
2015;4;1;1;83;78;37;1;0;0;1;0;0;0;1;0;0;0;1
2022;4;3;1;83;41;16;12;0;0;0;0;0;0;0;0;1;1;0
2020;0;0;1;83;79;19;31;1;0;0;0;0;0;0;0;0;0;0
2016;4;0;1;83;70;30;91;1;0;0;0;0;0;0;1;0;0;0
2017;0;0;1;83;78;17;13;1;0;0;1;0;1;0;0;0;0;1
2007;4;2;1;83;78;39;400;1;0;0;0;0;0;1;0;0;0;1
1963;6;2;1;83;80;16;39;0;0;1;1;0;0;1;1;0;0;0
1992;0;2;1;83;0;15;0;1;0;0;0;0;0;0;1;0;0;1
2015;0;2;0;83;83;12;16;1;0;0;0;0;0;0;0;0;0;0
2014;4;0;1;83;77;37;358;1;0;0;0;0;0;0;0;0;0;0
2014;0;1;1;83;64;25;35;1;0;0;0;0;0;0;0;0;1;1
1973;4;3;1;83;85;22;538;0;0;0;0;0;0;0;0;0;0;1
2017;5;3;0;83;65;13;6;1;0;0;0;0;0;0;0;0;0;0
2024;0;2;0;83;86;7;10;1;0;0;0;0;0;0;0;0;0;0
2022;0;2;1;83;64;22;11;0;0;0;0;0;0;0;0;0;0;1
1997;3;3;1;83;52;28;29;1;0;0;0;0;0;0;0;0;0;0
2022;0;3;1;83;86;17;913;1;0;0;0;1;0;0;0;0;0;1
1999;4;1;1;83;85;33;277;0;0;0;1;0;0;0;1;0;0;0
2001;4;2;1;83;87;34;1;0;0;1;0;0;0;1;0;0;0;0
2022;0;1;0;82;0;10;0;1;0;0;0;0;0;0;0;0;0;0
2015;3;3;1;82;80;42;801;1;0;0;0;0;0;0;0;0;0;1
2005;0;3;1;82;85;18;201;1;1;1;0;0;0;1;0;0;0;0
1994;4;3;1;82;90;21;2;1;0;0;0;0;0;0;0;0;0;0
2022;0;1;0;82;0;11;0;0;0;0;0;0;0;0;0;0;1;0
2012;3;1;1;82;76;31;42;1;0;0;0;0;0;0;1;0;0;0
1995;4;2;1;82;85;23;243;1;0;0;1;0;0;0;0;0;0;0
1958;6;2;0;82;67;13;12;0;0;0;1;0;0;0;1;0;0;1
2019;0;1;1;82;68;31;48;1;0;0;0;0;0;0;0;0;0;1
2006;4;1;1;82;68;32;19;1;0;0;1;0;0;0;1;0;0;0
2020;0;3;1;82;71;19;15;1;0;0;0;0;0;0;0;1;0;0
1982;4;2;1;82;82;15;46;1;0;0;0;0;0;0;1;0;0;0
2023;3;3;1;82;74;30;231;0;0;0;0;0;0;0;0;0;1;1
2021;4;0;1;82;71;23;16;1;0;0;0;0;0;0;0;0;0;0
2021;4;1;1;82;49;23;14;1;0;0;0;0;0;0;0;0;0;1
2013;0;0;0;82;78;8;0;1;0;0;0;0;0;0;0;0;1;1
2017;0;0;0;82;0;10;0;0;0;0;0;0;0;0;0;0;1;1
2002;1;0;1;82;58;20;5;0;0;0;0;0;0;0;0;0;1;0
1996;4;0;1;82;75;16;57;0;0;0;0;0;0;0;1;0;0;0
2015;4;2;1;82;83;26;134;1;0;0;0;0;0;0;1;0;0;0
2006;0;3;1;82;80;22;7;1;0;0;1;0;0;0;0;0;0;0
2023;0;1;1;82;0;24;0;0;0;0;0;0;0;0;0;0;1;0
2023;0;1;1;82;58;28;10;1;0;0;1;0;0;0;1;0;0;0
2010;0;3;1;82;78;22;16;1;1;0;0;0;0;0;0;0;0;0
2019;0;1;0;82;0;8;0;0;0;0;0;0;0;0;0;0;1;1
2013;0;0;0;82;0;8;0;1;0;0;0;0;0;0;0;0;0;0
2010;4;1;1;82;80;38;730;1;0;0;0;0;1;0;0;0;0;0
2019;5;0;0;82;72;7;10;0;0;0;0;0;0;0;1;0;0;1
2008;0;3;1;82;72;30;50;1;1;1;1;0;0;1;0;0;0;0
2010;2;0;1;82;74;31;87;1;0;0;0;0;0;0;0;0;0;1
2022;0;0;1;82;52;18;5;0;0;0;0;0;0;0;0;1;1;0
2023;0;2;0;82;71;10;9;1;0;0;0;0;0;0;0;0;0;0
2012;4;1;1;82;63;30;52;1;0;0;1;0;0;0;0;0;0;0
2015;4;2;1;82;75;35;119;1;0;0;0;0;1;0;0;0;0;0
2005;4;2;1;82;75;37;21;0;0;0;0;0;0;0;0;0;1;0
2021;0;3;0;82;0;9;0;1;0;0;1;0;0;0;0;1;0;1
1994;3;3;1;82;78;20;1;1;0;0;1;0;0;0;0;0;0;0
2024;4;2;1;82;0;20;0;0;0;0;0;0;0;0;1;0;0;1
2022;0;3;1;82;76;29;26;1;0;0;0;0;0;0;0;0;0;0
2021;0;3;1;82;66;15;5;1;0;0;0;0;0;0;0;0;0;0
1974;4;3;1;82;0;15;0;1;1;0;1;0;0;0;0;0;0;0
2021;0;0;1;82;0;16;0;0;0;0;0;0;0;0;0;0;1;0
2002;0;3;1;82;54;15;5;1;0;0;0;0;1;0;0;1;0;1
2019;2;1;1;82;82;25;23;0;0;0;0;0;1;0;0;0;1;1
2017;3;3;1;82;80;50;848;1;0;0;0;1;0;1;0;0;0;1
2005;2;1;1;82;77;21;29;1;0;0;0;1;0;0;0;0;0;1
2005;4;3;1;82;72;39;87;1;0;1;1;0;0;1;0;0;0;0
2022;4;2;1;82;68;32;29;1;0;0;0;0;0;0;0;0;0;1
2013;4;1;1;82;83;36;226;1;0;0;0;0;0;0;0;0;0;0
1989;3;3;1;82;83;17;62;1;0;0;0;0;0;0;1;0;0;0
2021;0;1;1;82;61;20;24;1;0;0;1;0;0;0;0;0;0;0
2021;2;2;1;82;75;19;8;0;0;0;0;0;0;0;0;1;1;1
2020;0;0;0;82;42;12;10;1;0;0;0;0;0;0;0;0;0;0
2020;0;3;0;82;72;10;17;1;0;0;0;0;0;0;0;0;0;0
2021;0;3;1;82;59;16;8;1;0;0;1;0;0;0;1;0;0;0
2005;4;1;1;82;82;37;398;1;1;0;0;0;0;1;0;0;0;1
1980;2;3;1;82;90;25;2;0;0;0;0;1;0;0;0;0;0;1
2010;0;3;0;82;0;8;0;0;0;0;1;0;0;0;0;0;0;1
2023;0;3;1;82;69;22;16;1;1;0;0;0;0;0;1;0;0;0
2009;4;2;1;82;64;26;17;1;0;0;0;0;0;0;0;0;0;1
2010;0;0;1;82;78;18;19;0;0;0;0;0;1;0;0;0;1;1
2007;0;3;1;82;76;30;42;1;0;0;0;0;0;0;0;0;0;1
2023;4;0;1;82;69;31;41;1;0;0;1;0;0;0;1;0;0;0
1955;2;2;1;82;72;19;25;0;0;1;1;0;0;1;0;0;0;0
2016;4;2;1;82;71;44;542;1;0;0;1;0;0;1;0;0;0;1
1993;2;0;1;82;84;31;254;0;0;0;0;0;0;0;0;0;0;1
1996;4;3;1;82;79;29;76;1;0;0;0;0;0;0;0;0;0;0
2005;2;3;1;82;82;37;222;1;0;0;1;0;0;0;0;0;0;0
2005;4;0;1;82;76;37;112;1;0;0;0;0;0;0;1;0;0;0
2015;0;2;0;82;70;10;11;1;1;0;1;0;0;0;0;0;0;0
2003;1;1;1;82;73;34;13;0;0;0;0;0;0;0;0;0;1;0
2014;4;2;1;82;68;48;534;1;0;1;0;0;0;1;0;0;0;1
2003;3;2;1;82;80;41;379;0;0;0;0;0;0;0;1;0;0;1
2018;0;2;1;82;85;15;19;1;0;0;0;0;0;0;0;0;0;0
2009;3;3;1;82;77;46;947;0;0;0;0;1;0;0;0;0;0;1
1949;2;1;0;82;78;12;0;0;1;0;1;0;0;0;0;0;0;1
2023;0;0;0;82;0;14;0;1;0;1;1;1;0;0;0;0;0;0
2018;3;0;1;82;71;55;1;1;0;0;0;0;0;0;0;0;0;1
2019;0;0;0;82;0;14;0;0;0;0;0;0;0;0;0;0;1;1
2023;3;1;1;82;81;21;39;1;0;0;0;0;0;0;0;0;0;0
2019;0;0;0;82;0;10;0;1;0;0;0;0;0;0;0;0;0;0
2013;4;0;1;82;78;35;231;1;0;0;1;0;0;0;1;0;0;0
2007;3;3;1;82;77;33;27;1;0;0;0;0;0;0;0;0;0;0
2021;4;2;1;82;72;43;80;1;0;0;0;0;0;0;0;0;0;0
2012;0;3;0;82;64;9;12;1;0;0;1;0;0;0;0;0;0;0
2008;0;1;1;82;76;25;116;1;1;0;0;0;1;1;0;0;0;0
2005;2;2;1;82;86;40;502;0;0;0;0;1;0;0;0;0;0;1
1964;6;0;0;82;88;8;9;0;0;0;0;0;0;0;0;0;0;1
2013;4;1;1;82;72;26;45;1;0;0;0;0;0;1;0;0;0;0
1996;2;2;1;82;75;16;6;0;0;0;1;0;0;0;1;0;0;0
2003;0;1;1;82;85;26;8;1;1;0;0;0;0;1;0;0;0;0
2008;0;1;0;82;85;11;58;1;1;0;0;0;1;0;0;0;1;0
2009;0;0;1;82;81;26;28;1;0;0;0;0;1;0;0;0;1;1
2011;3;3;1;82;65;33;57;0;0;0;0;0;0;0;1;0;0;0
1955;6;0;1;82;0;16;0;1;0;0;1;0;0;0;0;0;0;0
2004;2;3;1;82;84;40;1;0;0;1;0;1;0;0;0;0;0;1
1997;0;0;1;82;82;17;12;1;0;0;0;0;0;0;0;0;0;0
2014;0;0;0;82;0;7;0;0;0;0;0;0;1;0;0;1;1;1
2007;4;2;1;82;81;36;215;1;1;1;0;0;0;1;0;0;0;0
2005;4;3;1;82;85;35;247;1;0;0;0;0;1;0;0;1;0;1
2019;3;3;1;82;77;52;1;1;1;1;0;0;0;1;1;0;0;0
1936;6;1;1;82;67;15;6;1;0;0;1;0;0;0;1;0;0;0
2013;4;1;1;82;79;42;261;1;0;0;1;0;0;0;0;0;0;0
1997;4;3;1;82;87;26;724;0;1;0;0;0;0;1;0;0;0;1
2019;0;2;0;82;0;9;0;0;0;0;0;0;0;0;0;0;1;0
1966;0;1;0;82;0;12;0;0;0;0;0;0;0;0;0;0;1;1
2021;0;0;0;82;57;8;13;0;0;0;0;0;0;0;0;0;0;1
2008;4;2;1;82;85;30;429;1;0;0;1;0;0;0;0;0;0;1
2016;4;1;1;82;76;24;35;1;0;0;0;0;0;0;0;0;0;0
1991;4;0;1;82;73;21;8;0;0;0;0;0;0;0;0;0;1;0
2011;0;2;1;82;76;23;61;1;0;0;1;0;0;0;0;0;0;0
2022;0;1;0;82;64;13;9;1;0;0;0;0;0;0;0;0;0;0
1975;4;1;0;82;74;9;11;1;1;1;0;0;0;1;0;0;0;0
2018;0;1;0;82;0;7;0;0;0;0;0;0;0;0;0;1;1;0
2022;0;0;0;82;0;8;0;1;0;0;0;0;1;0;0;0;1;0
1998;4;2;0;82;83;7;35;1;0;0;0;0;0;0;0;0;0;0
1984;2;0;1;82;72;17;14;0;0;0;0;0;0;0;1;0;0;0
2008;4;2;1;82;66;25;28;0;1;0;0;0;0;0;0;1;1;1
1983;2;2;0;82;81;14;27;1;0;0;0;0;1;0;0;0;0;0
2016;0;0;1;82;0;20;0;0;0;0;0;0;0;0;0;0;1;1
1984;4;0;1;82;78;21;49;0;1;0;0;0;0;1;1;0;0;1
2021;4;0;1;82;71;39;206;1;0;1;0;0;0;0;0;0;0;0
2019;0;2;0;82;76;13;16;1;0;0;0;0;0;0;1;0;0;0
2017;0;1;1;82;73;28;38;1;0;1;1;0;0;0;0;0;0;1
2020;0;1;1;82;79;29;50;1;0;0;0;0;0;0;0;0;0;0
2005;2;3;0;82;83;9;266;0;0;0;0;0;0;0;0;0;0;1
2021;0;0;0;82;0;10;0;0;0;0;0;0;0;0;0;0;1;1
2015;4;3;1;82;71;45;526;1;0;0;0;0;1;0;0;0;0;0
2012;3;3;1;82;81;32;33;0;0;0;0;0;1;0;0;0;1;1
2004;3;0;1;82;0;29;0;0;0;0;0;0;1;0;0;1;1;0
2004;4;2;1;82;82;34;32;1;0;0;0;1;0;0;0;0;1;1
2011;0;1;1;82;71;26;43;1;0;0;0;0;0;0;1;0;0;0
2023;4;3;1;82;80;61;192;1;0;0;0;0;0;0;1;0;0;0
2011;0;0;0;82;0;7;0;0;0;0;0;0;0;0;0;0;1;0
2018;0;1;0;82;65;8;0;1;0;0;0;0;0;0;0;0;0;0
1960;6;3;0;82;0;9;0;1;0;0;0;0;0;0;0;0;0;0
2016;0;3;1;82;78;31;79;1;0;0;0;1;1;0;0;0;0;0
2012;0;2;0;82;0;8;0;0;0;0;0;0;1;0;0;1;1;1
2017;0;3;0;82;67;10;9;1;0;0;0;0;0;0;1;0;0;0
2020;4;3;1;82;58;49;321;1;0;0;0;1;0;0;0;0;0;1
2012;0;1;1;82;81;20;39;0;0;0;0;0;0;0;0;0;1;0
2019;4;3;1;82;71;39;77;1;0;0;0;0;0;0;0;0;0;0
2006;4;3;1;82;67;25;10;1;0;0;0;0;0;0;0;0;0;1
2005;4;0;1;82;87;31;131;1;0;0;1;0;0;0;0;0;0;0
2018;3;1;1;82;80;55;542;1;0;0;0;1;0;0;1;0;0;1
2015;3;0;0;82;0;7;0;0;0;0;0;0;0;0;0;0;1;0
2014;0;2;0;82;66;9;9;1;0;0;0;0;0;0;0;0;0;0
2010;0;1;0;82;67;13;9;1;0;0;1;0;0;0;0;0;0;0
2011;0;3;1;82;59;21;18;1;0;1;1;0;0;0;0;0;0;0
2018;2;0;0;82;57;13;14;0;0;0;0;0;0;0;0;0;1;0
2004;0;2;1;82;82;30;46;1;0;0;0;0;0;0;0;0;0;0
2009;0;0;0;82;66;13;5;0;0;0;0;0;0;0;0;1;1;1
2004;0;3;0;82;68;8;0;1;0;0;1;0;0;0;0;0;0;0
2023;0;0;0;82;57;7;13;0;0;0;0;0;0;0;0;0;1;0
1998;2;1;0;82;0;9;0;1;0;0;0;0;0;0;1;0;1;1
2021;5;0;0;82;80;8;16;0;0;0;0;0;0;0;0;0;1;0
2002;4;2;1;82;63;32;8;1;1;0;1;0;0;1;0;0;0;0
2014;0;1;0;82;0;7;0;0;0;0;0;0;0;0;0;0;1;1
2016;4;2;1;82;62;38;71;1;0;0;0;0;0;0;0;0;0;0
1987;0;1;1;82;81;15;8;1;0;0;0;0;0;0;1;0;0;0
2008;4;1;1;82;73;30;43;1;1;0;0;0;0;0;0;0;0;0
1978;2;3;1;82;80;21;390;0;0;0;0;1;0;0;0;0;0;1
1990;4;2;1;82;76;19;30;1;1;0;0;0;0;1;0;0;0;1
1989;4;1;1;82;86;15;197;1;1;0;0;0;0;0;0;0;0;0
2022;0;1;0;82;0;9;0;0;0;0;0;0;1;0;0;0;1;1
2017;0;1;0;82;70;12;9;1;0;0;0;0;0;0;0;0;0;0
2014;4;1;1;82;70;42;55;1;0;0;1;0;0;0;0;0;0;0
2017;4;1;1;82;70;43;118;1;0;0;0;0;0;0;0;0;0;0
2022;4;1;1;82;63;22;71;0;0;0;0;0;1;0;0;0;1;0
2017;0;0;0;82;70;8;10;1;0;0;0;0;0;0;0;0;0;1
1966;0;2;1;82;80;15;27;1;0;1;0;0;0;1;0;0;0;0
1980;2;3;1;82;78;15;13;1;0;0;1;0;0;0;0;0;0;0
2015;5;3;0;82;0;12;0;0;0;0;0;0;0;0;0;0;1;0
2015;0;2;1;82;63;29;89;1;0;0;0;0;0;0;0;1;0;1
2000;4;1;1;82;57;20;18;0;0;0;0;0;0;0;0;1;1;1
2003;3;3;0;82;62;10;9;0;0;0;0;0;0;0;0;0;1;1
2000;0;3;0;82;0;9;0;0;0;0;0;0;1;0;0;0;1;0
1993;4;1;1;82;77;21;173;0;0;0;0;0;0;0;1;0;0;0
2002;0;1;1;82;57;26;6;1;0;0;1;0;0;0;1;0;0;0
2004;0;3;1;82;80;25;21;1;0;0;1;0;0;0;0;0;0;0
2018;0;1;1;82;67;31;21;1;0;0;0;0;0;0;0;0;0;0
2006;5;1;0;82;72;13;9;1;0;0;0;0;0;0;0;0;0;1
2013;3;3;1;82;81;48;786;1;1;0;0;0;1;1;0;0;0;1
2022;4;0;0;82;63;14;31;1;0;0;0;0;0;1;0;0;0;1
2020;4;1;1;82;70;26;21;1;0;0;0;0;0;0;1;0;0;0
2022;3;3;1;82;78;39;83;1;0;0;0;0;0;0;0;0;0;0
1999;4;2;1;82;85;34;299;1;0;0;0;1;0;0;1;0;0;1
2022;4;3;1;82;72;60;589;1;0;0;0;1;0;1;0;1;0;1
2016;4;2;1;82;71;28;27;1;1;0;0;0;1;1;0;1;0;0
2013;3;1;1;82;78;21;36;1;0;0;0;0;0;0;0;0;0;1
2012;0;3;1;82;80;21;96;1;1;0;0;0;0;1;0;0;0;0
2018;0;1;1;82;61;17;7;0;0;0;0;0;0;0;0;0;1;1
1949;6;2;0;82;0;7;0;1;0;0;0;0;0;0;0;0;0;1
2014;0;1;1;82;65;26;76;1;0;0;1;0;0;1;0;0;0;1
2007;0;0;1;82;0;20;0;1;0;0;0;1;0;0;1;0;0;0
2020;0;2;0;82;77;9;6;0;0;0;0;0;1;0;0;0;1;0
2005;0;1;0;82;70;14;5;1;0;0;0;0;0;0;0;0;0;0
2009;0;1;1;82;72;24;11;1;0;0;0;0;0;0;1;0;0;0
1997;0;0;1;82;0;15;0;0;0;0;0;0;0;0;0;0;1;0
2000;4;2;1;82;70;28;5;0;0;0;0;0;1;0;0;0;1;1
